GEO,UNIT,MOT_NRG,ENGINE\TIME	1970	1975	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Czechia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Denmark,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	41,750	134,831	102,017	:	:	:	:	57,435	59,544	64,203	80,216	77,495	72,475	60,369	45,807
Germany (until 1990 former territory of the FRG),Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	588,592	476,534	543,764	483,517	524,599	525,294	657,480	852,849	1,026,002	1,155,324	1,236,213	1,292,727	1,437,346	1,425,576	1,535,881	1,501,566	1,361,457	1,168,633	1,221,938	1,495,966	1,486,119	1,403,113	1,452,565	1,538,451	1,539,596	1,336,776	1,111,130	1,152,733	819,896
Estonia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,778	1,847	2,482	2,895	3,396	:	6,394	8,522	6,094	3,479	3,401	5,625	6,855	7,345	7,726	6,949	6,393	6,409	6,527	6,414	5,123
Ireland,Number,Diesel,Total	:	:	:	:	:	:	:	:	8,308	:	:	:	:	11,760	:	10,567	9,659	12,990	13,064	14,637	14,510	17,326	19,103	23,331	20,996	25,132	25,217	28,208	36,750	44,010	61,177	58,785	34,309	66,159	71,960	57,847	54,428	61,917	92,436	105,257	87,640	70,732	:	41,688
Greece,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,305	2,132	3,247	3,212	2,946	2,248	1,918	2,149	2,427	2,357	4,851	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	167,316	244,732	284,547	369,333	467,577	620,172	766,752	785,193	779,869	805,226	:	:	:	1,142,066	1,134,107	810,622	672,242	700,190	567,974	485,043	:	590,360	694,161	715,543	680,575	552,588	449,258	332,202
France,Number,Diesel,Total	:	:	145,204	186,036	215,262	221,309	191,812	240,367	264,757	299,425	384,113	522,384	678,146	762,054	780,521	820,638	783,244	939,952	897,698	836,535	716,135	780,983	947,489	1,046,485	1,267,761	1,354,933	1,353,914	1,392,925	1,429,037	1,427,697	1,525,439	1,584,438	1,597,832	1,556,353	1,558,156	1,354,866	1,182,129	1,129,453	1,089,403	1,032,695	979,495	827,499	747,934	521,065
Croatia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,621	15,428	15,210	18,246	16,924	21,826	15,648	19,710	19,580	33,650	34,759	46,297	49,733	48,359	49,917	46,540	34,532	20,382	19,760	24,579	23,226	31,046	50,861	56,807	74,421	71,385	97,276	98,343	62,972
Italy,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	177,558	286,278	423,711	536,929	:	:	:	928,201	1,219,346	1,605,151	1,453,192	1,508,544	1,403,481	1,119,469	914,593	906,555	974,902	746,713	707,641	:	:	:	:	:	793,367	505,406
Cyprus,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	1,658	1,858	1,466	995	1,245	1,898	2,784	3,622	5,164	3,657	2,626	3,064	2,235	1,343	1,064	1,293	1,424	4,094	6,312	6,340	5,878	4,962	3,681	1,255	3,184	4,157	5,327	5,450	5,264	4,532	3,065
Latvia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,043	5,729	11,335	9,165	6,648	7,104	10,322	12,191	16,938	19,222	22,813	37,437	44,528	23,217	8,531	15,609	28,976	36,165	41,502	7,029	6,923	7,287	7,446	6,807	6,893	4,870
Lithuania,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	23,542	24,618	30,203	43,116	66,559	101,056	85,774	75,498	110,845	98,942	110,296	110,402	100,310	97,813	100,495	110,328	110,072	94,151	7,042
Luxembourg,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	27,152	28,884	35,004	36,561	39,280	39,753	40,313	34,480	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,481	5,036	2,443	2,683	1,822	2,475	3,753	4,686	7,432	10,190	15,318	21,243	32,671	:	38,167	40,121	65,339	:	30,403	41,340	57,114	25,769	30,219	32,271	34,700	37,039	32,655	32,299	31,606
Malta,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,792	3,972	6,202	5,427	5,409	:	:	1,746	1,631	1,649	1,440	3,425	3,916	6,028	5,287	5,267	5,768	2,712	2,603	2,616	2,412	2,088	1,062
Netherlands,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	81,610	110,318	139,581	134,418	120,944	:	:	:	124,509	130,040	143,357	125,996	78,332	98,675	156,834	142,807	103,557	105,014	129,768	72,355	72,265	56,996	32,685	12,963
Austria,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	119,191	151,846	146,503	161,297	180,228	191,281	192,681	194,555	214,505	220,255	:	191,766	176,746	160,459	146,962	167,130	194,721	189,622	181,061	172,574	180,510	189,139	175,590	141,159	130,468	99,196
Poland,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	54,902	76,618	72,032	34,404	44,440	59,179	70,124	:	38,844	147,570	267,295	320,326	483,183	649,009	471,211	479,777	487,915	450,827	468,097	470,967	481,006	530,548	500,112	536,800	498,613	413,508
Portugal,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	139,241	124,059	156,627	:
Romania,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	255,488	124,399	113,037	68,110	34,653	31,501	39,797	44,904	48,696	54,178	53,618	44,078	34,963
Slovenia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,815	7,951	5,229	8,868	15,623	24,319	28,506	26,497	24,802	29,199	27,486	19,945	22,599	25,770	24,847	28,016	29,763	31,031	32,589	32,410	23,877	21,499	16,918
Slovakia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	7,211	4,486	3,451	4,370	3,745	5,504	12,949	15,280	19,725	22,025	26,330	18,016	18,196	22,362	22,103	:	29,512	35,784	69,307	41,970	46,758	53,147	43,042	38,697	41,404	38,844	39,556	36,216	29,071	22,022	14,567
Sweden,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	2,245	1,640	1,702	1,398	3,981	5,106	4,855	14,186	29,940	40,499	29,319	27,720	15,383	18,161	21,096	23,402	29,437	58,780	108,458	89,538	91,175	154,267	195,145	195,804	176,485	188,998	207,091	202,383	192,191	138,666	123,708	67,981
Iceland,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	269	339	579	998	1,581	2,309	2,759	2,560	1,040	918	1,385	1,755	3,992	:	:	:	:	:	:	:	:	:	:	:	11,091	8,219	4,253	2,327
Liechtenstein,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	0	0	0	0	:	:	:	550	590	:	670	760	690	499	678	754	923	858	800	937	985	849	644	663	422
Norway,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	1,148	2,425	3,509	5,881	9,109	:	6,028	11,930	:	:	:	:	:	:	:	46,126	:	73,961	122,856	100,300	93,316	121,039	128,559	113,937	83,067	76,478	76,985	53,516	44,498	34,305	28,398	19,178
Switzerland,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	9,003	8,479	7,170	7,997	8,375	11,786	10,696	12,601	13,428	16,632	20,719	28,983	41,716	52,097	57,912	69,280	74,114	80,900	92,300	93,400	78,800	90,500	109,300	125,000	116,600	113,300	129,000	125,600	114,100	91,300	83,500	57,500
United Kingdom,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	198,738	332,021	419,820	395,900	358,400	339,667	339,395	312,751	330,995	460,649	636,795	728,257	847,023	:	:	:	913,235	815,456	913,139	958,536	:	:	:	1,257,152	1,264,307	1,049,086	736,172	:	:
Montenegro,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,288	1,662	1,599	1,164	:
North Macedonia,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	22,778	:	:	:	:	:	:	:
Albania,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	32,953
Turkey,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	84,436	137,276	183,977	174,119	168,320	147,030	257,720	365,760	340,237	383,904	364,242	462,191	460,829	457,069	320,452	211,961	247,626
Bosnia and Herzegovina,Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	48,599	43,707	55,234	60,649	35,570
Kosovo (under United Nations Security Council Resolution 1244/99),Number,Diesel,Total	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	16,568	7,714	22,587	:
Belgium,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	48,468	47,287	63,803	62,236	59,494	47,014	50,964	:	29,077	21,471	15,272	9,572	5,976	3,504	1,697	388	319
Bulgaria,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Czechia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Denmark,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	59,138	46,952	50,959	47,237	37,564	30,497	26,265	33,713	28,357	26,383	14,373	10,333	7,009	3,950	1,315	251	111
Estonia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	0	70	170	132	:	287	280	168	126	91	146	237	161	187	163	73	48	75	5	0
Ireland,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4,180	3,063	5,152	8,870	6,647	5,914	6,410	7,183	6,133	3,704	1,475	127	9
Greece,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	1	3	3	9	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	112,051	108,016	78,844	63,501	67,885	53,808	45,896	:	43,858	38,000	33,164	24,437	11,498	6,265	4,595
France,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	114	695	4,599	74,271	127,423	170,959	:	187,732	185,188	232,070	260,773	243,292	203,040	149,712	98,192	71,839	40,594	15,767	11,609	6,154	1,837	514
Croatia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,669	2,050	810	859	1,461	1,543	2,096	3,963	3,827	4,468	5,289	6,236	5,642	3,272
Italy,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	10,019	11,324	10,455	9,294	6,943	7,054	7,148	3,658	7,782	18,880	23,784	22,537	12,129	8,128	6,669	3,635	1,270	316	7
Cyprus,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	92	103	303	282	263	312	279	272	109	194	142	96	105	153	31	22
Latvia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	311	274	281	276	100	3	0
Lithuania,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	232	199	268	664	1,291	1,587	1,409	3,016	2,503	2,351	2,966	2,615	2,390	2,405	2,299	2,046	1,484	:
Luxembourg,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	815	1,369	2,317	2,682	3,074	7,341	2,801	2,312	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	292	658	509	2,550	3,975	5,915	:	7,863	5,794	7,063	:	:	:	:	1,191	1,186	733	438	539	261	58	14
Malta,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	9	56	36	442	:	:	474	387	417	214	406	516	839	663	512	450	162	49	39	43	25	6
Netherlands,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	:	15,913	11,536	8,751	5,829	7,648	8,360	8,238	7,592	5,789	6,454	4,858	4,154	1,896	374	193
Poland,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,094	5,850	12,313	17,277	20,281	25,920	20,971	22,028	23,413	20,978	23,383	23,213	22,888	23,225	19,324	17,556	14,408	10,238
Portugal,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	9,742	8,778	5,914	:
Romania,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	5,407	5,649	2,292	1,851	1,699	1,596	766	605	307	4	0
Slovenia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	13	58	11	15	523	1,509	:	1,880	1,522	1,737	1,140	694	541	704	934	1,164	1,156	566	631	603	451	52	1
Slovakia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	1	0	:	:	6	357	375	416	:	993	1,313	3,385	2,154	1,425	1,091	788	583	425	215	173	80	26	1	2
Sweden,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	200	488	1,368	2,686	5,357	9,024	9,341	8,239	5,468	3,619	3,688	1,092	1,128	690	513	88
Iceland,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	0	48	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Liechtenstein,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	30	30	:	20	20	15	9	12	15	11	10	7	3	11	10	1	0	0
Norway,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	38	25	14	7	4
Switzerland,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,908	2,973	4,000	3,300	2,900	2,400	2,100	2,600	2,600	2,100	1,600	1,100	500	300	200	100	0
United Kingdom,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,039	980	:	1,947	2,599	29,932	46,401	49,927	:	:	:	67,849	61,111	56,657	58,633	:	:	:	20,399	10,283	5,745	2,467	:	:
Montenegro,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	66	65	65	27	:
North Macedonia,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	787	:	:	:	:	:	:	:
Albania,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Turkey,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	126,329	107,275	93,356	65,415	64,738	51,667	48,194	22,248	15,947	37,276
Bosnia and Herzegovina,Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2,266	2,481	2,423	1,702
Kosovo (under United Nations Security Council Resolution 1244/99),Number,Diesel,Less than 1 400 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	450	257	755	:
Belgium,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	245,087	260,791	280,099	291,300	315,073	273,925	328,443	:	274,119	265,841	255,701	263,051	251,173	231,725	178,651	164,802	143,054
Bulgaria,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Czechia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Denmark,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	921,058	953,694	1,019,668	998,646	913,397	804,386	868,989	1,079,139	1,091,951	1,027,556	1,073,048	1,146,031	1,170,332	1,019,364	865,244	968,625	674,270
Estonia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,255	1,243	1,540	1,549	1,911	:	3,341	4,803	3,583	2,339	2,593	4,039	4,843	5,465	5,503	5,381	4,942	5,163	5,421	5,542	4,472
Ireland,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	40,013	27,210	54,924	58,335	46,886	44,253	50,377	78,266	92,526	77,240	63,303	54,922	38,941
Greece,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1,474	1,572	1,720	1,626	3,140	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	881,795	882,729	638,494	545,385	568,799	466,161	401,320	:	498,709	591,525	610,297	581,819	477,747	402,648	306,606
France,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	622,215	808,297	913,342	1,094,583	1,076,667	1,020,011	1,038,329	1,084,979	1,069,478	1,161,108	1,238,404	1,238,221	1,222,936	1,258,919	1,108,659	1,014,307	990,430	974,801	945,161	902,213	770,353	712,026	511,713
Croatia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	34,309	25,295	14,865	15,433	19,725	18,278	24,463	41,150	46,988	62,581	61,037	83,625	85,070	54,877
Italy,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	761,574	994,796	1,355,963	1,251,477	1,279,553	1,198,415	954,513	794,727	794,846	849,256	644,373	617,719	678,226	804,665	977,056	1,044,911	924,059	736,135	475,838
Cyprus,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	781	875	1,541	2,631	2,938	2,980	2,525	1,883	788	2,279	3,353	4,549	4,706	4,533	4,144	2,800
Latvia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4,804	4,825	5,803	5,867	5,710	6,000	4,228
Lithuania,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	16,552	19,701	28,095	43,556	66,315	56,636	50,719	75,017	67,595	72,679	69,632	63,746	60,192	61,158	65,618	68,375	59,516	:
Luxembourg,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	19,418	19,117	23,774	25,864	26,806	23,272	29,098	25,507	:	:	:	:	:	:	:	:	:	:	:
Hungary,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,640	5,763	8,135	10,375	14,148	22,550	:	24,145	27,431	46,118	:	:	:	:	20,215	23,800	25,651	29,898	31,829	27,943	28,216	28,638
Malta,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,570	5,840	5,007	4,684	:	:	969	956	952	936	2,422	2,616	4,039	3,589	3,723	4,267	2,247	2,300	2,368	2,194	1,971	1,021
Netherlands,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	146,817	155,684	158,020	158,103	175,893	183,821	:	139,508	132,001	124,222	117,739	137,282	161,650	157,799	148,732	142,434	151,225	162,344	149,980	121,008	116,686	91,970
Poland,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	31,444	117,565	203,772	234,322	362,888	505,474	396,307	408,270	413,651	379,443	387,397	387,427	392,817	435,470	414,158	446,961	418,506	347,273
Portugal,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	121,014	108,032	82,108	:
Romania,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	92,598	52,655	26,698	24,440	32,123	37,003	41,705	47,331	47,373	39,786	32,224
Slovenia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3,650	4,730	6,392	4,314	7,607	13,402	20,630	:	21,936	19,515	22,250	21,562	16,368	19,799	22,881	22,156	25,174	26,916	28,242	29,714	29,551	21,865	20,614	16,503
Slovakia,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Number,Diesel,From 1 400 to 1 999 cm³	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	8,638	9,898	14,291	16,265	19,148	12,054	10,989	14,038	13,852	:	14,506	20,213	48,211	27,444	33,084	38,985	31,297	28,658	31,775	30,874	32,334	30,807	25,076	18,966	12,080
